CODESAISON;LIBCLASSPROD3;CODEPRODUIT;CODECOLORIS;NOMPRODUIT;LIBCOLORIS;EAN;CODEINTERNEARTICLE
E25;ROBE FIT ET FLARE;0101324;994;251-RTALA;DENIM BRUT;3253634577098;621858
E25;ROBE FIT ET FLARE;0101324;994;251-RTALA;DENIM BRUT;3253634577104;621859
E25;ROBE FIT ET FLARE;0101324;994;251-RTALA;DENIM BRUT;3253634577111;621860
E25;ROBE FIT ET FLARE;0101324;994;251-RTALA;DENIM BRUT;3253634577128;621861
E25;ROBE FIT ET FLARE;0101324;994;251-RTALA;DENIM BRUT;3253634577135;621862
E25;IMPRIME;0101495;1036;251-OSTA.F;DUNE GOLD IMP;3253634418643;605194
E25;COMBIPANTALON;0101535;946;251-PIVI.F;NACRE M;3253634421216;605451
H25;VALEUR AJOUTEE;1103889;931;252-CHIMEN;OFF WHITE M;3253634579047;622054
H25;VALEUR AJOUTEE;1103889;931;252-CHIMEN;OFF WHITE M;3253634579054;622055
H25;VALEUR AJOUTEE;1103889;931;252-CHIMEN;OFF WHITE M;3253634579061;622056
E25;UNI;0100872;982;251-CIBILE;INDIGO M;3253634370644;600394
H23;GROSSE JAUGE;0096077;513;232-MSTORI;ROSE CLAIR;3253634283630;591076
E25;ROBE DROITE;0101460;900;251-RCOBRA;MULTICO;3253634413815;604711
H25;echarpe tricotee;1103436;900;252-5OREO;MULTICO;3253634547930;618929
H25;echarpe tissee;1103437;1115;252-5PLUM;PLUM M;3253634547947;618930
H25;echarpe tissee;1103437;979;252-5PLUM;NOIR M;3253634547954;618931
H25;foulard;1103438;929;252-5PLIZO;NOIR/IVOIRE;3253634547961;618932
H25;foulard;1103439;928;252-5PLIZE;IVOIRE/NOIR;3253634547978;618933
H25;echarpe tissee;1103440;978;252-5TWIX;IVOIRE M;3253634547985;618934
E25;FINE JAUGE;0101509;924;251-MDEBI;IVOIRE/MARINE;3253634422176;605547
E25;FINE JAUGE;0101270;1011;251-MTERI;IVOIRE/CERISE;3253634400693;603399
E25;FINE JAUGE;0101265;928;251-MFOLK;IVOIRE/NOIR;3253634400297;603359
H25;MANCHES LONGUES;1103848;931;252-RMDROLE;OFF WHITE M;3253634576503;621798
H25;MANCHES LONGUES;1103848;931;252-RMDROLE;OFF WHITE M;3253634576510;621799
H25;MANCHES LONGUES;1103848;931;252-RMDROLE;OFF WHITE M;3253634576527;621800
H25;MANCHES LONGUES;1103848;931;252-RMDROLE;OFF WHITE M;3253634576534;621801
H25;MANCHES LONGUES;1103848;931;252-RMDROLE;OFF WHITE M;3253634576541;621802
E25;COMBIPANTALON;0101283;927;251-PRISMA;NOIR/OFF WHITE;3253634401607;603490
E25;ROBE DROITE;0101320;947;251-RORLA;COSMOS M;3253634404370;603767
E25;ROBE DROITE;0101320;100;251-RORLA;NOIR;3253634404349;603764
E25;MI-LONG;0100931;979;251-GSELAM;NOIR M;3253634374604;600790
E25;MI-LONG;0100931;202;251-GSELAM;BEIGE;3253634374543;600784
E25;COMBIPANTALON;1103012;900;251-PLAYA;MULTICO;3253634516899;615754
E25;COMBIPANTALON;1103012;900;251-PLAYA;MULTICO;3253634516905;615755
E25;COMBIPANTALON;1103012;900;251-PLAYA;MULTICO;3253634516912;615756
E25;COMBIPANTALON;1103012;900;251-PLAYA;MULTICO;3253634516929;615757
E25;COMBIPANTALON;1103012;900;251-PLAYA;MULTICO;3253634516936;615758
E25;COMBIPANTALON;1103012;900;251-PLAYA;MULTICO;3253634516943;615759
E25;ROBE AJUSTEE;1103013;900;251-RCLOU;MULTICO;3253634516950;615760
E25;ROBE AJUSTEE;1103013;900;251-RCLOU;MULTICO;3253634516967;615761
E25;ROBE AJUSTEE;1103013;900;251-RCLOU;MULTICO;3253634516974;615762
E25;ROBE AJUSTEE;1103013;900;251-RCLOU;MULTICO;3253634516981;615763
E25;ROBE AJUSTEE;1103013;900;251-RCLOU;MULTICO;3253634516998;615764
E25;ROBE AJUSTEE;1103013;900;251-RCLOU;MULTICO;3253634517001;615765
E25;IMPRIME;1103037;924;251-TMAG;IVOIRE/MARINE;3253634518480;615913
E25;IMPRIME;1103037;924;251-TMAG;IVOIRE/MARINE;3253634518497;615914
E25;IMPRIME;1103037;924;251-TMAG;IVOIRE/MARINE;3253634518503;615915
E25;IMPRIME;1103037;924;251-TMAG;IVOIRE/MARINE;3253634518510;615916
E25;IMPRIME;1103037;924;251-TMAG;IVOIRE/MARINE;3253634518527;615917
E25;IMPRIME;1103038;927;251-TESTY;NOIR/OFF WHITE;3253634518534;615918
E25;IMPRIME;1103038;927;251-TESTY;NOIR/OFF WHITE;3253634518541;615919
E25;IMPRIME;1103038;927;251-TESTY;NOIR/OFF WHITE;3253634518558;615920
E25;IMPRIME;1103038;927;251-TESTY;NOIR/OFF WHITE;3253634518565;615921
E25;IMPRIME;1103038;927;251-TESTY;NOIR/OFF WHITE;3253634518572;615922
E25;UNI;1103039;931;251-TCOTE;OFF WHITE M;3253634518589;615923
E25;UNI;1103039;931;251-TCOTE;OFF WHITE M;3253634518596;615924
E25;UNI;1103039;931;251-TCOTE;OFF WHITE M;3253634518602;615925
E25;UNI;1103039;931;251-TCOTE;OFF WHITE M;3253634518619;615926
E25;UNI;1103039;931;251-TCOTE;OFF WHITE M;3253634518626;615927
H25;SERIGRAPHIE;1103265;931;252-DESSA;OFF WHITE M;3253634536231;617751
H25;SERIGRAPHIE;1103265;931;252-DESSA;OFF WHITE M;3253634536248;617752
H25;SERIGRAPHIE;1103265;931;252-DESSA;OFF WHITE M;3253634536255;617753
H25;SERIGRAPHIE;1103265;931;252-DESSA;OFF WHITE M;3253634536262;617754
H25;SERIGRAPHIE;1103265;931;252-DESSA;OFF WHITE M;3253634536279;617755
H25;SERIGRAPHIE;1103266;931;252-DTEXAS;OFF WHITE M;3253634536286;617756
H25;SERIGRAPHIE;1103266;931;252-DTEXAS;OFF WHITE M;3253634536293;617757
H25;SERIGRAPHIE;1103266;931;252-DTEXAS;OFF WHITE M;3253634536309;617758
H25;SERIGRAPHIE;1103266;931;252-DTEXAS;OFF WHITE M;3253634536316;617759
H25;SERIGRAPHIE;1103266;931;252-DTEXAS;OFF WHITE M;3253634536323;617760
H25;FANTAISIE;1103267;979;252-TSIXTI;NOIR M;3253634536330;617761
H25;FANTAISIE;1103267;979;252-TSIXTI;NOIR M;3253634536347;617762
H25;FANTAISIE;1103267;979;252-TSIXTI;NOIR M;3253634536354;617763
H25;FANTAISIE;1103267;979;252-TSIXTI;NOIR M;3253634536361;617764
H25;FANTAISIE;1103267;979;252-TSIXTI;NOIR M;3253634536378;617765
H25;MIX DENTELLE;1103268;979;252-DASHKA;NOIR M;3253634536385;617766
H25;MIX DENTELLE;1103268;979;252-DASHKA;NOIR M;3253634536392;617767
H25;MIX DENTELLE;1103268;979;252-DASHKA;NOIR M;3253634536408;617768
H25;MIX DENTELLE;1103268;979;252-DASHKA;NOIR M;3253634536415;617769
H25;MIX DENTELLE;1103268;979;252-DASHKA;NOIR M;3253634536422;617770
H25;UNI;1103269;931;252-TKARA;OFF WHITE M;3253634536439;617771
H25;UNI;1103269;931;252-TKARA;OFF WHITE M;3253634536446;617772
H25;UNI;1103269;931;252-TKARA;OFF WHITE M;3253634536453;617773
H25;UNI;1103269;931;252-TKARA;OFF WHITE M;3253634536460;617774
H25;UNI;1103269;931;252-TKARA;OFF WHITE M;3253634536477;617775
H25;VALEUR AJOUTEE;1103270;979;252-DGAME;NOIR M;3253634536484;617776
H25;VALEUR AJOUTEE;1103270;979;252-DGAME;NOIR M;3253634536491;617777
H25;VALEUR AJOUTEE;1103270;979;252-DGAME;NOIR M;3253634536507;617778
H25;VALEUR AJOUTEE;1103270;979;252-DGAME;NOIR M;3253634536514;617779
H25;VALEUR AJOUTEE;1103270;979;252-DGAME;NOIR M;3253634536521;617780
H25;MIX DENTELLE;1103271;987;252-DOMASKO;MARINE M;3253634536538;617781
H25;MIX DENTELLE;1103271;987;252-DOMASKO;MARINE M;3253634536545;617782
H25;MIX DENTELLE;1103271;987;252-DOMASKO;MARINE M;3253634536552;617783
H25;MIX DENTELLE;1103271;987;252-DOMASKO;MARINE M;3253634536569;617784
H25;MIX DENTELLE;1103271;987;252-DOMASKO;MARINE M;3253634536576;617785
H25;SERIGRAPHIE;1103272;931;252-DUSTY;OFF WHITE M;3253634536583;617786
H25;SERIGRAPHIE;1103272;931;252-DUSTY;OFF WHITE M;3253634536590;617787
H25;SERIGRAPHIE;1103272;931;252-DUSTY;OFF WHITE M;3253634536606;617788
H25;SERIGRAPHIE;1103272;931;252-DUSTY;OFF WHITE M;3253634536613;617789
H25;SERIGRAPHIE;1103272;931;252-DUSTY;OFF WHITE M;3253634536620;617790
E25;ROBE FIT ET FLARE;0101507;1031;251-RIJAL.F;GREEN NAUTICAL IMP;3253634419572;605287
E25;IMPRIME;1103289;930;251-TFREDE;OFF WHITE/NOIR;3253634537849;617914
E25;IMPRIME;1103289;930;251-TFREDE;OFF WHITE/NOIR;3253634537856;617915
E25;IMPRIME;1103289;930;251-TFREDE;OFF WHITE/NOIR;3253634537863;617916
E25;IMPRIME;1103289;930;251-TFREDE;OFF WHITE/NOIR;3253634537870;617917
E25;IMPRIME;1103289;930;251-TFREDE;OFF WHITE/NOIR;3253634537887;617918
E25;FANTAISIE;1103887;102;251-BPANTA;GRIS MOYEN;3253634578934;622043
E25;FANTAISIE;1103887;102;251-BPANTA;GRIS MOYEN;3253634578941;622044
E25;FANTAISIE;1103887;102;251-BPANTA;GRIS MOYEN;3253634578958;622045
E25;FANTAISIE;1103887;102;251-BPANTA;GRIS MOYEN;3253634578965;622046
E25;FANTAISIE;1103887;102;251-BPANTA;GRIS MOYEN;3253634578972;622047
H25;VALEUR AJOUTEE;1103889;931;252-CHIMEN;OFF WHITE M;3253634579078;622057
H25;VALEUR AJOUTEE;1103889;931;252-CHIMEN;OFF WHITE M;3253634579085;622058
H25;VALEUR AJOUTEE;1103889;931;252-CHIMEN;OFF WHITE M;3253634579092;622059
H25;VALEUR AJOUTEE;1103889;992;252-CHIMEN;OXYGENE M;3253634579108;622060
H25;VALEUR AJOUTEE;1103889;992;252-CHIMEN;OXYGENE M;3253634579115;622061
H25;VALEUR AJOUTEE;1103889;992;252-CHIMEN;OXYGENE M;3253634579122;622062
H25;VALEUR AJOUTEE;1103889;992;252-CHIMEN;OXYGENE M;3253634579139;622063
H25;VALEUR AJOUTEE;1103889;992;252-CHIMEN;OXYGENE M;3253634579146;622064
H25;VALEUR AJOUTEE;1103889;992;252-CHIMEN;OXYGENE M;3253634579153;622065
E24;IMPRIME;0100763;500;241-DROPEZ;ROUGE;3253634365121;599842
H25;MANCHES LONGUES;1103890;978;252-RMSELI;IVOIRE M;3253634579221;622072
H25;MANCHES LONGUES;1103890;978;252-RMSELI;IVOIRE M;3253634579245;622074
H25;MANCHES LONGUES;1103890;978;252-RMSELI;IVOIRE M;3253634579252;622075
H25;MANCHES LONGUES;1103890;978;252-RMSELI;IVOIRE M;3253634579269;622076
H25;FINE JAUGE;1103891;102;261-MESLA;GRIS MOYEN;3253634579276;622077
H25;FINE JAUGE;1103891;102;261-MESLA;GRIS MOYEN;3253634579283;622078
H25;FINE JAUGE;1103891;102;261-MESLA;GRIS MOYEN;3253634579290;622079
H25;FINE JAUGE;1103891;102;261-MESLA;GRIS MOYEN;3253634579306;622080
H25;FINE JAUGE;1103891;102;261-MESLA;GRIS MOYEN;3253634579313;622081
E25;ROBE DROITE;1103895;979;251-RCOCO.F;NOIR M;3253634579481;622098
E25;ROBE DROITE;1103895;979;251-RCOCO.F;NOIR M;3253634579498;622099
E25;ROBE DROITE;1103895;979;251-RCOCO.F;NOIR M;3253634579504;622100
E25;ROBE DROITE;1103895;979;251-RCOCO.F;NOIR M;3253634579511;622101
E25;ROBE DROITE;1103895;979;251-RCOCO.F;NOIR M;3253634579528;622102
E25;ROBE DROITE;1103895;979;251-RCOCO.F;NOIR M;3253634579535;622103
E25;ROBE DROITE;1103895;1022;251-RCOCO.F;CLEMENTINE M;3253634579542;622104
E25;ROBE DROITE;1103895;1022;251-RCOCO.F;CLEMENTINE M;3253634579559;622105
E25;ROBE DROITE;1103895;1022;251-RCOCO.F;CLEMENTINE M;3253634579566;622106
E25;ROBE DROITE;1103895;1022;251-RCOCO.F;CLEMENTINE M;3253634579573;622107
E25;ROBE DROITE;1103895;1022;251-RCOCO.F;CLEMENTINE M;3253634579580;622108
E25;ROBE DROITE;1103895;1022;251-RCOCO.F;CLEMENTINE M;3253634579597;622109
E25;ROBE DROITE;1103895;960;251-RCOCO.F;AMETHISTE M;3253634579603;622110
E25;ROBE DROITE;1103895;960;251-RCOCO.F;AMETHISTE M;3253634579610;622111
E25;ROBE DROITE;1103895;960;251-RCOCO.F;AMETHISTE M;3253634579627;622112
E25;ROBE DROITE;1103895;960;251-RCOCO.F;AMETHISTE M;3253634579634;622113
E25;ROBE DROITE;1103895;960;251-RCOCO.F;AMETHISTE M;3253634579641;622114
E25;ROBE DROITE;1103895;960;251-RCOCO.F;AMETHISTE M;3253634579658;622115
H25;ROBE DROITE;1103896;900;252-RDANA;MULTICO;3253634579665;622116
H25;ROBE DROITE;1103896;900;252-RDANA;MULTICO;3253634579672;622117
H25;ROBE DROITE;1103896;900;252-RDANA;MULTICO;3253634579689;622118
H25;ROBE DROITE;1103896;900;252-RDANA;MULTICO;3253634579696;622119
H25;ROBE DROITE;1103896;900;252-RDANA;MULTICO;3253634579702;622120
H25;ROBE DROITE;1103896;900;252-RDANA;MULTICO;3253634579719;622121
H24;UNI;0099931;962;242-BASIC;OLIVIER M;3253634448664;608196
E25;poncho;1103897;203;251-5FOLK;IVOIRE;3253634579726;622122
H25;COURT;1103898;1043;252-GMOT;BEIGE M;3253634579733;622123
H25;COURT;1103898;1043;252-GMOT;BEIGE M;3253634579740;622124
H25;COURT;1103898;1043;252-GMOT;BEIGE M;3253634579757;622125
H25;COURT;1103898;1043;252-GMOT;BEIGE M;3253634579764;622126
H25;COURT;1103898;1043;252-GMOT;BEIGE M;3253634579771;622127
H25;COURT;1103898;1043;252-GMOT;BEIGE M;3253634579788;622128
H25;SHORT;1103899;979;252-SHYMAR;NOIR M;3253634579795;622129
H25;SHORT;1103899;979;252-SHYMAR;NOIR M;3253634579801;622130
H25;SHORT;1103899;979;252-SHYMAR;NOIR M;3253634579818;622131
H25;SHORT;1103899;979;252-SHYMAR;NOIR M;3253634579825;622132
H25;SHORT;1103899;979;252-SHYMAR;NOIR M;3253634579832;622133
H25;SHORT;1103899;979;252-SHYMAR;NOIR M;3253634579849;622134
H25;FANTAISIE;1103900;979;252-VYMAR;NOIR M;3253634579856;622135
H25;FANTAISIE;1103900;979;252-VYMAR;NOIR M;3253634579863;622136
H25;FANTAISIE;1103900;979;252-VYMAR;NOIR M;3253634579870;622137
H25;FANTAISIE;1103900;979;252-VYMAR;NOIR M;3253634579887;622138
H25;FANTAISIE;1103900;979;252-VYMAR;NOIR M;3253634579894;622139
H25;FANTAISIE;1103900;979;252-VYMAR;NOIR M;3253634579900;622140
H25;MANCHES LONGUES;1103968;931;252-RMLOW;OFF WHITE M;3253634580920;622781
H25;MANCHES LONGUES;1103968;931;252-RMLOW;OFF WHITE M;3253634580937;622782
H25;MANCHES LONGUES;1103968;931;252-RMLOW;OFF WHITE M;3253634580944;622783
H25;MANCHES LONGUES;1103968;931;252-RMLOW;OFF WHITE M;3253634580951;622784
H25;MANCHES LONGUES;1103968;931;252-RMLOW;OFF WHITE M;3253634580968;622785
E25;LARGE;0101529;979;251-PVTEO.F;NOIR M;3253634420868;605416
H25;SHORT;1103035;994;252-SHOLEN;DENIM BRUT;3253634518374;615902
H25;SHORT;1103035;994;252-SHOLEN;DENIM BRUT;3253634518381;615903
H25;SHORT;1103035;994;252-SHOLEN;DENIM BRUT;3253634518398;615904
H25;SHORT;1103035;994;252-SHOLEN;DENIM BRUT;3253634518404;615905
H25;SHORT;1103035;994;252-SHOLEN;DENIM BRUT;3253634518428;615907
E25;IMPRIME;1103036;900;251-TOBBIE;MULTICO;3253634518435;615908
E25;IMPRIME;1103036;900;251-TOBBIE;MULTICO;3253634518442;615909
E25;IMPRIME;1103036;900;251-TOBBIE;MULTICO;3253634518459;615910
E25;IMPRIME;1103036;900;251-TOBBIE;MULTICO;3253634518466;615911
E25;IMPRIME;1103036;900;251-TOBBIE;MULTICO;3253634518473;615912
E25;COURT;0100947;900;251-JENUS;MULTICO;3253634375779;600907
E25;DENTELLE;0100903;979;251-TANGO;NOIR M;3253634372785;600608
H25;FINE JAUGE;1103236;931;252-MBANA;OFF WHITE M;3253634533940;617520
H25;FINE JAUGE;1103236;931;252-MBANA;OFF WHITE M;3253634533957;617521
H25;FINE JAUGE;1103236;931;252-MBANA;OFF WHITE M;3253634533964;617522
H25;FINE JAUGE;1103236;931;252-MBANA;OFF WHITE M;3253634533971;617523
H25;FINE JAUGE;1103236;931;252-MBANA;OFF WHITE M;3253634533988;617524
E25;LARGE;0100900;979;251-PITT.F;NOIR M;3253634372617;600591
E25;CAROTTE;0100944;900;251-PAXE.F;MULTICO;3253634375472;600877
H25;ROBE AJUSTEE;1104002;900;252-RIBIL.F;MULTICO;3253634581088;622827
H25;ROBE AJUSTEE;1104002;900;252-RIBIL.F;MULTICO;3253634581095;622828
H25;ROBE AJUSTEE;1104002;900;252-RIBIL.F;MULTICO;3253634581101;622829
H25;ROBE AJUSTEE;1104002;900;252-RIBIL.F;MULTICO;3253634581118;622830
H25;ROBE AJUSTEE;1104002;900;252-RIBIL.F;MULTICO;3253634581132;622832
H25;FANTAISIE;1104003;927;252-VEGGO;NOIR/OFF WHITE;3253634581149;622833
H25;FANTAISIE;1104003;927;252-VEGGO;NOIR/OFF WHITE;3253634581156;622834
H25;FANTAISIE;1104003;927;252-VEGGO;NOIR/OFF WHITE;3253634581163;622835
H25;FANTAISIE;1104003;927;252-VEGGO;NOIR/OFF WHITE;3253634581170;622836
H25;FANTAISIE;1104003;927;252-VEGGO;NOIR/OFF WHITE;3253634581187;622837
H25;FANTAISIE;1104003;927;252-VEGGO;NOIR/OFF WHITE;3253634581194;622838
H25;MI-LONG;1104004;979;252-GCLIPE;NOIR M;3253634581200;622839
H25;MI-LONG;1104004;979;252-GCLIPE;NOIR M;3253634581217;622840
H25;MI-LONG;1104004;979;252-GCLIPE;NOIR M;3253634581224;622841
H25;MI-LONG;1104004;979;252-GCLIPE;NOIR M;3253634581231;622842
H25;MI-LONG;1104004;979;252-GCLIPE;NOIR M;3253634581248;622843
H25;MI-LONG;1104004;979;252-GCLIPE;NOIR M;3253634581255;622844
H25;LONG;1104005;978;252-GMATIL;IVOIRE M;3253634581262;622845
H25;LONG;1104005;978;252-GMATIL;IVOIRE M;3253634581279;622846
H25;LONG;1104005;978;252-GMATIL;IVOIRE M;3253634581286;622847
H25;LONG;1104005;978;252-GMATIL;IVOIRE M;3253634581309;622849
H25;LONG;1104005;978;252-GMATIL;IVOIRE M;3253634581316;622850
H25;LONG;1104006;979;252-JRILOX;NOIR M;3253634581323;622851
H25;LONG;1104006;979;252-JRILOX;NOIR M;3253634581347;622853
H25;LONG;1104006;979;252-JRILOX;NOIR M;3253634581354;622854
H25;LONG;1104006;979;252-JRILOX;NOIR M;3253634581361;622855
H25;LONG;1104006;979;252-JRILOX;NOIR M;3253634581378;622856
H25;LARGE;1104007;900;252-PACOME;MULTICO;3253634581385;622857
H25;LARGE;1104007;900;252-PACOME;MULTICO;3253634581392;622858
H25;LARGE;1104007;900;252-PACOME;MULTICO;3253634581408;622859
H25;LARGE;1104007;900;252-PACOME;MULTICO;3253634581415;622860
H25;LARGE;1104007;900;252-PACOME;MULTICO;3253634581422;622861
H25;LARGE;1104007;900;252-PACOME;MULTICO;3253634581439;622862
H25;CIGARETTE;1104008;979;252-PFILA.F;NOIR M;3253634581446;622863
H25;CIGARETTE;1104008;979;252-PFILA.F;NOIR M;3253634581460;622865
H25;CIGARETTE;1104008;979;252-PFILA.F;NOIR M;3253634581477;622866
H25;CIGARETTE;1104008;979;252-PFILA.F;NOIR M;3253634581484;622867
H25;CIGARETTE;1104008;979;252-PFILA.F;NOIR M;3253634581491;622868
H25;RAYURES;1104009;1128;252-VEPER.F;GRIS M;3253634581507;622869
H25;RAYURES;1104009;1128;252-VEPER.F;GRIS M;3253634581514;622870
H25;RAYURES;1104009;1128;252-VEPER.F;GRIS M;3253634581521;622871
H25;RAYURES;1104009;1128;252-VEPER.F;GRIS M;3253634581538;622872
H25;RAYURES;1104009;1128;252-VEPER.F;GRIS M;3253634581552;622874
H25;SHORT;1104010;980;252-SHIKAVA;PRUNE M;3253634581569;622875
H25;SHORT;1104010;980;252-SHIKAVA;PRUNE M;3253634581576;622876
H25;SHORT;1104010;980;252-SHIKAVA;PRUNE M;3253634581583;622877
H25;SHORT;1104010;980;252-SHIKAVA;PRUNE M;3253634581590;622878
H25;SHORT;1104010;980;252-SHIKAVA;PRUNE M;3253634581606;622879
H25;SHORT;1104010;980;252-SHIKAVA;PRUNE M;3253634581613;622880
H25;FANTAISIE;1104011;933;252-VKENI.F;NUAGE M;3253634581620;622881
H25;FANTAISIE;1104011;933;252-VKENI.F;NUAGE M;3253634581637;622882
H25;FANTAISIE;1104011;933;252-VKENI.F;NUAGE M;3253634581651;622884
H25;FANTAISIE;1104011;933;252-VKENI.F;NUAGE M;3253634581668;622885
H25;FANTAISIE;1104011;933;252-VKENI.F;NUAGE M;3253634581675;622886
H25;LONG;1104012;1043;252-GPEAKS;BEIGE M;3253634581682;622887
H25;LONG;1104012;1043;252-GPEAKS;BEIGE M;3253634581699;622888
H25;LONG;1104012;1043;252-GPEAKS;BEIGE M;3253634581705;622889
H25;LONG;1104012;1043;252-GPEAKS;BEIGE M;3253634581712;622890
H25;LONG;1104012;1043;252-GPEAKS;BEIGE M;3253634581729;622891
H25;LONG;1104012;1043;252-GPEAKS;BEIGE M;3253634581736;622892
H25;ROBE DROITE;1104013;933;252-RTWINA;NUAGE M;3253634581743;622893
H25;ROBE DROITE;1104013;933;252-RTWINA;NUAGE M;3253634581750;622894
E25;IMPRIME;0100943;921;251-CAMIE.F;CREPUSCULE TROPICAL PRINT1;3253634375397;600869
E25;LONG;0100922;900;251-JARY.F;MULTICO;3253634373973;600727
E25;IMPRIME;0100913;900;251-CARRA.F;MULTICO;3253634373355;600665
E25;ROBE FIT ET FLARE;0100891;1002;251-RABIL.F;TRESOR D'ORIENT IMP;3253634372020;600532
E25;IMPRIME;0100915;900;251-CARRY.F;MULTICO;3253634373508;600680
H25;FINE JAUGE;1103236;987;252-MBANA;MARINE M;3253634533995;617525
H25;FINE JAUGE;1103236;987;252-MBANA;MARINE M;3253634534008;617526
H25;FINE JAUGE;1103236;987;252-MBANA;MARINE M;3253634534015;617527
H25;FINE JAUGE;1103236;987;252-MBANA;MARINE M;3253634534022;617528
H25;FINE JAUGE;1103236;987;252-MBANA;MARINE M;3253634534039;617529
H25;RAYURES;1103237;1128;252-VBOKY.F;GRIS M;3253634534046;617530
H25;RAYURES;1103237;1128;252-VBOKY.F;GRIS M;3253634534053;617531
H25;RAYURES;1103237;1128;252-VBOKY.F;GRIS M;3253634534060;617532
H25;RAYURES;1103237;1128;252-VBOKY.F;GRIS M;3253634534077;617533
H25;RAYURES;1103237;1128;252-VBOKY.F;GRIS M;3253634534084;617534
H25;COURT;1103238;1128;252-JBOKY.F;GRIS M;3253634534107;617536
H25;COURT;1103238;1128;252-JBOKY.F;GRIS M;3253634534121;617538
H25;COURT;1103238;1128;252-JBOKY.F;GRIS M;3253634534138;617539
H25;COURT;1103238;1128;252-JBOKY.F;GRIS M;3253634534145;617540
H25;COURT;1103238;1128;252-JBOKY.F;GRIS M;3253634534152;617541
H25;COURT;1103239;978;252-JGABY;IVOIRE M;3253634534169;617542
H25;COURT;1103239;978;252-JGABY;IVOIRE M;3253634534176;617543
H25;COURT;1103239;978;252-JGABY;IVOIRE M;3253634534183;617544
H25;COURT;1103239;978;252-JGABY;IVOIRE M;3253634534206;617546
H25;COURT;1103239;978;252-JGABY;IVOIRE M;3253634534213;617547
H25;COURT;1103240;979;252-JLUCO;NOIR M;3253634534220;617548
H25;COURT;1103240;979;252-JLUCO;NOIR M;3253634534237;617549
H25;COURT;1103240;979;252-JLUCO;NOIR M;3253634534251;617551
H25;COURT;1103240;979;252-JLUCO;NOIR M;3253634534268;617552
H25;COURT;1103240;979;252-JLUCO;NOIR M;3253634534275;617553
H25;FANTAISIE;1103241;978;252-VGABY;IVOIRE M;3253634534282;617554
H25;FANTAISIE;1103241;978;252-VGABY;IVOIRE M;3253634534299;617555
H25;FANTAISIE;1103241;978;252-VGABY;IVOIRE M;3253634534305;617556
H25;FANTAISIE;1103241;978;252-VGABY;IVOIRE M;3253634534312;617557
H25;FANTAISIE;1103241;978;252-VGABY;IVOIRE M;3253634534329;617558
H25;FANTAISIE;1103241;978;252-VGABY;IVOIRE M;3253634534336;617559
H23;COURT;0096479;979;232-JOSH.F;NOIR M;3253634534343;617560
H23;COURT;0096479;979;232-JOSH.F;NOIR M;3253634534350;617561
H23;COURT;0096479;979;232-JOSH.F;NOIR M;3253634534367;617562
H23;COURT;0096479;979;232-JOSH.F;NOIR M;3253634534374;617563
H23;COURT;0096479;979;232-JOSH.F;NOIR M;3253634534381;617564
H23;COURT;0096479;979;232-JOSH.F;NOIR M;3253634534398;617565
H25;FINE JAUGE;1103236;987;252-MBANA;MARINE M;3253634534411;617568
H25;CIGARETTE;1103242;1128;252-PBOKY.F;GRIS M;3253634534428;617569
H25;CIGARETTE;1103242;1128;252-PBOKY.F;GRIS M;3253634534442;617571
H25;CIGARETTE;1103242;1128;252-PBOKY.F;GRIS M;3253634534459;617572
H25;CIGARETTE;1103242;1128;252-PBOKY.F;GRIS M;3253634534466;617573
H25;CIGARETTE;1103242;1128;252-PBOKY.F;GRIS M;3253634534473;617574
H25;SLIM;1103243;979;252-PETRUS;NOIR M;3253634534480;617575
H25;SLIM;1103243;979;252-PETRUS;NOIR M;3253634534503;617577
H25;SLIM;1103243;979;252-PETRUS;NOIR M;3253634534510;617578
H25;SLIM;1103243;979;252-PETRUS;NOIR M;3253634534527;617579
H25;SLIM;1103243;979;252-PETRUS;NOIR M;3253634534534;617580
H24;SHORT;0100327;979;242-SHOANE;NOIR M;3253634534541;617581
H24;SHORT;0100327;979;242-SHOANE;NOIR M;3253634534558;617582
H24;SHORT;0100327;979;242-SHOANE;NOIR M;3253634534565;617583
H24;SHORT;0100327;979;242-SHOANE;NOIR M;3253634534572;617584
H24;SHORT;0100327;979;242-SHOANE;NOIR M;3253634534589;617585
H24;SHORT;0100327;979;242-SHOANE;NOIR M;3253634534596;617586
H24;BOOTCUT;0100478;987;242-POLENO;MARINE M;3253634534602;617587
H24;BOOTCUT;0100478;987;242-POLENO;MARINE M;3253634534619;617588
H24;BOOTCUT;0100478;987;242-POLENO;MARINE M;3253634534626;617589
H24;BOOTCUT;0100478;987;242-POLENO;MARINE M;3253634534633;617590
H24;BOOTCUT;0100478;987;242-POLENO;MARINE M;3253634534640;617591
H24;BOOTCUT;0100478;987;242-POLENO;MARINE M;3253634534657;617592
H25;IMPRIME;1103244;900;252-OXO.F;MULTICO;3253634534664;617593
H25;IMPRIME;1103244;900;252-OXO.F;MULTICO;3253634534671;617594
H25;IMPRIME;1103244;900;252-OXO.F;MULTICO;3253634534688;617595
H25;IMPRIME;1103244;900;252-OXO.F;MULTICO;3253634534695;617596
H25;IMPRIME;1103244;900;252-OXO.F;MULTICO;3253634534701;617597
H25;IMPRIME;1103244;900;252-OXO.F;MULTICO;3253634534718;617598
H25;FINE JAUGE;1103245;979;252-MBANOU;NOIR M;3253634534725;617599
