producto;color;msg
261-RLACO.F;OFF WHITE M;0.0 productes de 2020 a 801
261-RLACO.F;OFF WHITE M;Receptor 801 sin posibilidad de enviarle stock
261-RLACO.F;OFF WHITE M;7.0 productes de 2094 a 845
261-RLACO.F;OFF WHITE M;Emisor 2094 rebutjat. Supera cobertura máxima
261-RLACO.F;OFF WHITE M;0.0 productes de 1782 a 845
261-RLACO.F;OFF WHITE M;0.0 productes de 2020 a 845
261-RLACO.F;OFF WHITE M;Receptor 845 sin posibilidad de enviarle stock
261-RLACO.F;OFF WHITE M;7.0 productes de 2094 a 832
261-RLACO.F;OFF WHITE M;Emisor 2094 rebutjat. Supera cobertura máxima
261-RLACO.F;OFF WHITE M;0.0 productes de 1782 a 832
261-RLACO.F;OFF WHITE M;0.0 productes de 2020 a 832
261-RLACO.F;OFF WHITE M;Receptor 832 sin posibilidad de enviarle stock
261-RLACO.F;OFF WHITE M;7.0 productes de 2094 a 805
261-RLACO.F;OFF WHITE M;Emisor 2094 rebutjat. Supera cobertura máxima
261-RLACO.F;OFF WHITE M;0.0 productes de 1782 a 805
261-RLACO.F;OFF WHITE M;0.0 productes de 2020 a 805
261-RLACO.F;OFF WHITE M;Receptor 805 sin posibilidad de enviarle stock
261-RLACO.F;OFF WHITE M;7.0 productes de 2094 a 840
261-RLACO.F;OFF WHITE M;Emisor 2094 rebutjat. Supera cobertura máxima
261-RLACO.F;OFF WHITE M;0.0 productes de 1782 a 840
261-RLACO.F;OFF WHITE M;0.0 productes de 2020 a 840
261-RLACO.F;OFF WHITE M;Receptor 840 sin posibilidad de enviarle stock
261-RLACO.F;OFF WHITE M;7.0 productes de 2094 a 869
261-RLACO.F;OFF WHITE M;Emisor 2094 rebutjat. Supera cobertura máxima
261-RLACO.F;OFF WHITE M;0.0 productes de 1782 a 869
261-RLACO.F;OFF WHITE M;0.0 productes de 2020 a 869
261-RLACO.F;OFF WHITE M;Receptor 869 sin posibilidad de enviarle stock
261-RMILAN;DORE;INICIO EVALUACIÓN
261-RMILAN;DORE;11 pares generados
261-RMILAN;DORE;4.0 productes de 2094 a 803
261-RMILAN;DORE;Emisor 2094 acceptat
261-RMILAN;DORE;0.0 productes de 2094 a 845
261-RMILAN;DORE;Receptor 845 sin posibilidad de enviarle stock
261-RMILAN;DORE;0.0 productes de 2094 a 806
261-RMILAN;DORE;Receptor 806 sin posibilidad de enviarle stock
261-RMILAN;DORE;0.0 productes de 2094 a 801
261-RMILAN;DORE;Receptor 801 sin posibilidad de enviarle stock
261-RMILAN;DORE;0.0 productes de 2094 a 832
261-RMILAN;DORE;Receptor 832 sin posibilidad de enviarle stock
261-RMILAN;DORE;0.0 productes de 2094 a 1782
261-RMILAN;DORE;Receptor 1782 sin posibilidad de enviarle stock
261-RMILAN;DORE;0.0 productes de 2094 a 869
261-RMILAN;DORE;Receptor 869 sin posibilidad de enviarle stock
261-RMILAN;DORE;0.0 productes de 2094 a 857
261-RMILAN;DORE;Receptor 857 sin posibilidad de enviarle stock
261-RMILAN;DORE;0.0 productes de 2094 a 805
261-RMILAN;DORE;Receptor 805 sin posibilidad de enviarle stock
261-RMILAN;DORE;0.0 productes de 2094 a 840
261-RMILAN;DORE;Receptor 840 sin posibilidad de enviarle stock
261-RMILAN;DORE;0.0 productes de 2094 a 2020
261-RMILAN;DORE;Receptor 2020 sin posibilidad de enviarle stock
261-DTERRA;OFF WHITE M;INICIO EVALUACIÓN
261-DTERRA;OFF WHITE M;27 pares generados
261-DTERRA;OFF WHITE M;4.0 productes de 840 a 803
261-DTERRA;OFF WHITE M;Emisor 840 acceptat
261-DTERRA;OFF WHITE M;4.0 productes de 869 a 803
261-DTERRA;OFF WHITE M;Emisor 869 acceptat
261-DTERRA;OFF WHITE M;4.0 productes de 2020 a 803
261-DTERRA;OFF WHITE M;Emisor 2020 rebutjat. Supera cobertura máxima
261-DTERRA;OFF WHITE M;0.0 productes de 840 a 801
261-DTERRA;OFF WHITE M;0.0 productes de 869 a 801
261-DTERRA;OFF WHITE M;4.0 productes de 2020 a 801
261-DTERRA;OFF WHITE M;Emisor 2020 rebutjat. Supera cobertura máxima
261-DTERRA;OFF WHITE M;Receptor 801 sin posibilidad de enviarle stock
261-DTERRA;OFF WHITE M;0.0 productes de 840 a 1782
261-DTERRA;OFF WHITE M;0.0 productes de 869 a 1782
261-DTERRA;OFF WHITE M;4.0 productes de 2020 a 1782
261-DTERRA;OFF WHITE M;Emisor 2020 acceptat
261-DTERRA;OFF WHITE M;Cobertura máxima assolida per receptor 1782
261-DTERRA;OFF WHITE M;0.0 productes de 840 a 845
261-DTERRA;OFF WHITE M;0.0 productes de 869 a 845
261-DTERRA;OFF WHITE M;0.0 productes de 2020 a 845
261-DTERRA;OFF WHITE M;Receptor 845 sin posibilidad de enviarle stock
261-DTERRA;OFF WHITE M;0.0 productes de 840 a 832
261-DTERRA;OFF WHITE M;0.0 productes de 869 a 832
261-DTERRA;OFF WHITE M;0.0 productes de 2020 a 832
261-DTERRA;OFF WHITE M;Receptor 832 sin posibilidad de enviarle stock
261-DTERRA;OFF WHITE M;0.0 productes de 840 a 2094
261-DTERRA;OFF WHITE M;0.0 productes de 869 a 2094
261-DTERRA;OFF WHITE M;0.0 productes de 2020 a 2094
261-DTERRA;OFF WHITE M;Receptor 2094 sin posibilidad de enviarle stock
261-DTERRA;OFF WHITE M;0.0 productes de 840 a 806
261-DTERRA;OFF WHITE M;0.0 productes de 869 a 806
261-DTERRA;OFF WHITE M;0.0 productes de 2020 a 806
261-DTERRA;OFF WHITE M;Receptor 806 sin posibilidad de enviarle stock
261-DTERRA;OFF WHITE M;0.0 productes de 840 a 805
261-DTERRA;OFF WHITE M;0.0 productes de 869 a 805
261-DTERRA;OFF WHITE M;0.0 productes de 2020 a 805
261-DTERRA;OFF WHITE M;Receptor 805 sin posibilidad de enviarle stock
261-DTERRA;OFF WHITE M;0.0 productes de 2020 a 857
261-DTERRA;OFF WHITE M;0.0 productes de 840 a 857
261-DTERRA;OFF WHITE M;0.0 productes de 869 a 857
261-DTERRA;OFF WHITE M;Receptor 857 sin posibilidad de enviarle stock
242-OLAFI;IVOIRE M;INICIO EVALUACIÓN
242-OLAFI;IVOIRE M;32 pares generados
242-OLAFI;IVOIRE M;6.0 productes de 857 a 832
242-OLAFI;IVOIRE M;Emisor 857 acceptat
242-OLAFI;IVOIRE M;Cobertura máxima assolida per receptor 832
242-OLAFI;IVOIRE M;0.0 productes de 857 a 840
242-OLAFI;IVOIRE M;3.0 productes de 869 a 840
242-OLAFI;IVOIRE M;Emisor 869 acceptat
242-OLAFI;IVOIRE M;2.0 productes de 2020 a 840
242-OLAFI;IVOIRE M;Emisor 2020 acceptat
242-OLAFI;IVOIRE M;1.0 productes de 2094 a 840
242-OLAFI;IVOIRE M;Emisor 2094 acceptat
242-OLAFI;IVOIRE M;Cobertura máxima assolida per receptor 840
242-OLAFI;IVOIRE M;0.0 productes de 857 a 806
242-OLAFI;IVOIRE M;0.0 productes de 869 a 806
242-OLAFI;IVOIRE M;0.0 productes de 2020 a 806
242-OLAFI;IVOIRE M;0.0 productes de 2094 a 806
242-OLAFI;IVOIRE M;Receptor 806 sin posibilidad de enviarle stock
242-OLAFI;IVOIRE M;0.0 productes de 857 a 803
242-OLAFI;IVOIRE M;0.0 productes de 869 a 803
242-OLAFI;IVOIRE M;0.0 productes de 2020 a 803
242-OLAFI;IVOIRE M;0.0 productes de 2094 a 803
242-OLAFI;IVOIRE M;Receptor 803 sin posibilidad de enviarle stock
242-OLAFI;IVOIRE M;0.0 productes de 857 a 845
242-OLAFI;IVOIRE M;0.0 productes de 869 a 845
242-OLAFI;IVOIRE M;0.0 productes de 2020 a 845
242-OLAFI;IVOIRE M;0.0 productes de 2094 a 845
242-OLAFI;IVOIRE M;Receptor 845 sin posibilidad de enviarle stock
242-OLAFI;IVOIRE M;0.0 productes de 857 a 1782
242-OLAFI;IVOIRE M;0.0 productes de 869 a 1782
242-OLAFI;IVOIRE M;0.0 productes de 2020 a 1782
242-OLAFI;IVOIRE M;0.0 productes de 2094 a 1782
242-OLAFI;IVOIRE M;Receptor 1782 sin posibilidad de enviarle stock
242-OLAFI;IVOIRE M;0.0 productes de 857 a 805
242-OLAFI;IVOIRE M;0.0 productes de 869 a 805
242-OLAFI;IVOIRE M;0.0 productes de 2020 a 805
242-OLAFI;IVOIRE M;0.0 productes de 2094 a 805
242-OLAFI;IVOIRE M;Receptor 805 sin posibilidad de enviarle stock
242-OLAFI;IVOIRE M;0.0 productes de 857 a 801
242-OLAFI;IVOIRE M;0.0 productes de 869 a 801
242-OLAFI;IVOIRE M;0.0 productes de 2020 a 801
242-OLAFI;IVOIRE M;0.0 productes de 2094 a 801
242-OLAFI;IVOIRE M;Receptor 801 sin posibilidad de enviarle stock
261-SHORY.F;OFF WHITE M;INICIO EVALUACIÓN
261-SHORY.F;OFF WHITE M;20 pares generados
261-SHORY.F;OFF WHITE M;5.0 productes de 1782 a 806
261-SHORY.F;OFF WHITE M;Emisor 1782 acceptat
261-SHORY.F;OFF WHITE M;5.0 productes de 2094 a 806
261-SHORY.F;OFF WHITE M;Emisor 2094 acceptat
261-SHORY.F;OFF WHITE M;0.0 productes de 1782 a 803
261-SHORY.F;OFF WHITE M;0.0 productes de 2094 a 803
261-SHORY.F;OFF WHITE M;Receptor 803 sin posibilidad de enviarle stock
261-SHORY.F;OFF WHITE M;0.0 productes de 1782 a 832
261-SHORY.F;OFF WHITE M;0.0 productes de 2094 a 832
261-SHORY.F;OFF WHITE M;Receptor 832 sin posibilidad de enviarle stock
261-SHORY.F;OFF WHITE M;0.0 productes de 2094 a 845
261-SHORY.F;OFF WHITE M;0.0 productes de 1782 a 845
261-SHORY.F;OFF WHITE M;Receptor 845 sin posibilidad de enviarle stock
261-SHORY.F;OFF WHITE M;0.0 productes de 1782 a 805
261-SHORY.F;OFF WHITE M;0.0 productes de 2094 a 805
261-SHORY.F;OFF WHITE M;Receptor 805 sin posibilidad de enviarle stock
261-SHORY.F;OFF WHITE M;0.0 productes de 2094 a 2020
261-SHORY.F;OFF WHITE M;0.0 productes de 1782 a 2020
261-SHORY.F;OFF WHITE M;Receptor 2020 sin posibilidad de enviarle stock
261-SHORY.F;OFF WHITE M;0.0 productes de 1782 a 801
261-SHORY.F;OFF WHITE M;0.0 productes de 2094 a 801
261-SHORY.F;OFF WHITE M;Receptor 801 sin posibilidad de enviarle stock
261-SHORY.F;OFF WHITE M;0.0 productes de 2094 a 840
261-SHORY.F;OFF WHITE M;0.0 productes de 1782 a 840
261-SHORY.F;OFF WHITE M;Receptor 840 sin posibilidad de enviarle stock
261-SHORY.F;OFF WHITE M;0.0 productes de 1782 a 869
261-SHORY.F;OFF WHITE M;0.0 productes de 2094 a 869
261-SHORY.F;OFF WHITE M;Receptor 869 sin posibilidad de enviarle stock
261-SHORY.F;OFF WHITE M;0.0 productes de 2094 a 857
261-SHORY.F;OFF WHITE M;0.0 productes de 1782 a 857
261-SHORY.F;OFF WHITE M;Receptor 857 sin posibilidad de enviarle stock
261-RARAM.F;MULTICO;INICIO EVALUACIÓN
261-RARAM.F;MULTICO;20 pares generados
261-RARAM.F;MULTICO;5.0 productes de 805 a 801
261-RARAM.F;MULTICO;Emisor 805 acceptat
261-RARAM.F;MULTICO;5.0 productes de 2020 a 801
261-RARAM.F;MULTICO;Emisor 2020 rebutjat. Supera cobertura máxima
261-RARAM.F;MULTICO;0.0 productes de 805 a 832
261-RARAM.F;MULTICO;5.0 productes de 2020 a 832
261-RARAM.F;MULTICO;Emisor 2020 acceptat
261-RARAM.F;MULTICO;Cobertura máxima assolida per receptor 832
261-RARAM.F;MULTICO;0.0 productes de 805 a 806
261-RARAM.F;MULTICO;0.0 productes de 2020 a 806
261-RARAM.F;MULTICO;Receptor 806 sin posibilidad de enviarle stock
261-RARAM.F;MULTICO;0.0 productes de 805 a 840
261-RARAM.F;MULTICO;0.0 productes de 2020 a 840
261-RARAM.F;MULTICO;Receptor 840 sin posibilidad de enviarle stock
261-RARAM.F;MULTICO;0.0 productes de 2020 a 857
261-RARAM.F;MULTICO;0.0 productes de 805 a 857
261-RARAM.F;MULTICO;Receptor 857 sin posibilidad de enviarle stock
261-RARAM.F;MULTICO;0.0 productes de 805 a 803
261-RARAM.F;MULTICO;0.0 productes de 2020 a 803
261-RARAM.F;MULTICO;Receptor 803 sin posibilidad de enviarle stock
261-RARAM.F;MULTICO;0.0 productes de 805 a 869
261-RARAM.F;MULTICO;0.0 productes de 2020 a 869
261-RARAM.F;MULTICO;Receptor 869 sin posibilidad de enviarle stock
261-RARAM.F;MULTICO;0.0 productes de 805 a 1782
261-RARAM.F;MULTICO;0.0 productes de 2020 a 1782
261-RARAM.F;MULTICO;Receptor 1782 sin posibilidad de enviarle stock
261-RARAM.F;MULTICO;0.0 productes de 805 a 2094
261-RARAM.F;MULTICO;0.0 productes de 2020 a 2094
261-RARAM.F;MULTICO;Receptor 2094 sin posibilidad de enviarle stock
261-RARAM.F;MULTICO;0.0 productes de 805 a 845
261-RARAM.F;MULTICO;0.0 productes de 2020 a 845
261-RARAM.F;MULTICO;Receptor 845 sin posibilidad de enviarle stock
261-DFESTON;NOIR M;INICIO EVALUACIÓN
261-DFESTON;NOIR M;35 pares generados
261-DFESTON;NOIR M;4.0 productes de 806 a 801
261-DFESTON;NOIR M;Emisor 806 rebutjat. Supera cobertura máxima
261-DFESTON;NOIR M;4.0 productes de 857 a 801
261-DFESTON;NOIR M;Emisor 857 rebutjat. Supera cobertura máxima
261-DFESTON;NOIR M;3.0 productes de 2094 a 801
261-DFESTON;NOIR M;Emisor 2094 acceptat
261-DFESTON;NOIR M;Cobertura máxima assolida per receptor 801
261-DFESTON;NOIR M;4.0 productes de 806 a 869
261-DFESTON;NOIR M;Emisor 806 acceptat
261-DFESTON;NOIR M;Cobertura máxima assolida per receptor 869
261-DFESTON;NOIR M;0.0 productes de 806 a 803
261-DFESTON;NOIR M;4.0 productes de 857 a 803
261-DFESTON;NOIR M;Emisor 857 rebutjat. Supera cobertura máxima
261-DFESTON;NOIR M;0.0 productes de 2094 a 803
261-DFESTON;NOIR M;3.0 productes de 2020 a 803
261-DFESTON;NOIR M;Emisor 2020 acceptat
261-DFESTON;NOIR M;Cobertura máxima assolida per receptor 803
261-DFESTON;NOIR M;0.0 productes de 806 a 1782
261-DFESTON;NOIR M;4.0 productes de 857 a 1782
261-DFESTON;NOIR M;Emisor 857 acceptat
261-DFESTON;NOIR M;0.0 productes de 2094 a 1782
261-DFESTON;NOIR M;0.0 productes de 2020 a 1782
261-DFESTON;NOIR M;1.0 productes de 845 a 1782
261-DFESTON;NOIR M;Emisor 845 acceptat
261-DFESTON;NOIR M;0.0 productes de 806 a 805
261-DFESTON;NOIR M;0.0 productes de 857 a 805
261-DFESTON;NOIR M;0.0 productes de 2094 a 805
261-DFESTON;NOIR M;0.0 productes de 2020 a 805
261-DFESTON;NOIR M;0.0 productes de 845 a 805
261-DFESTON;NOIR M;Receptor 805 sin posibilidad de enviarle stock
261-DFESTON;NOIR M;0.0 productes de 806 a 840
261-DFESTON;NOIR M;0.0 productes de 857 a 840
261-DFESTON;NOIR M;0.0 productes de 2094 a 840
261-DFESTON;NOIR M;0.0 productes de 2020 a 840
261-DFESTON;NOIR M;0.0 productes de 845 a 840
261-DFESTON;NOIR M;Receptor 840 sin posibilidad de enviarle stock
261-DFESTON;NOIR M;0.0 productes de 806 a 832
261-DFESTON;NOIR M;0.0 productes de 857 a 832
261-DFESTON;NOIR M;0.0 productes de 2094 a 832
261-DFESTON;NOIR M;0.0 productes de 2020 a 832
261-DFESTON;NOIR M;0.0 productes de 845 a 832
261-DFESTON;NOIR M;Receptor 832 sin posibilidad de enviarle stock
261-SHOSA;NOIR M;INICIO EVALUACIÓN
261-SHOSA;NOIR M;Producto estancado
261-RIKOOL;NAVAL ACADEMY;INICIO EVALUACIÓN
261-RIKOOL;NAVAL ACADEMY;11 pares generados
261-RIKOOL;NAVAL ACADEMY;1.0 productes de 845 a 857
261-RIKOOL;NAVAL ACADEMY;Emisor 845 acceptat
261-RIKOOL;NAVAL ACADEMY;0.0 productes de 845 a 832
261-RIKOOL;NAVAL ACADEMY;Receptor 832 sin posibilidad de enviarle stock
261-RIKOOL;NAVAL ACADEMY;0.0 productes de 845 a 801
261-RIKOOL;NAVAL ACADEMY;Receptor 801 sin posibilidad de enviarle stock
261-RIKOOL;NAVAL ACADEMY;0.0 productes de 845 a 803
261-RIKOOL;NAVAL ACADEMY;Receptor 803 sin posibilidad de enviarle stock
261-RIKOOL;NAVAL ACADEMY;0.0 productes de 845 a 869
261-RIKOOL;NAVAL ACADEMY;Receptor 869 sin posibilidad de enviarle stock
261-RIKOOL;NAVAL ACADEMY;0.0 productes de 845 a 805
261-RIKOOL;NAVAL ACADEMY;Receptor 805 sin posibilidad de enviarle stock
261-RIKOOL;NAVAL ACADEMY;0.0 productes de 845 a 2094
261-RIKOOL;NAVAL ACADEMY;Receptor 2094 sin posibilidad de enviarle stock
261-RIKOOL;NAVAL ACADEMY;0.0 productes de 845 a 806
261-RIKOOL;NAVAL ACADEMY;Receptor 806 sin posibilidad de enviarle stock
261-RIKOOL;NAVAL ACADEMY;0.0 productes de 845 a 2020
261-RIKOOL;NAVAL ACADEMY;Receptor 2020 sin posibilidad de enviarle stock
261-RIKOOL;NAVAL ACADEMY;0.0 productes de 845 a 840
261-RIKOOL;NAVAL ACADEMY;Receptor 840 sin posibilidad de enviarle stock
261-RIKOOL;NAVAL ACADEMY;0.0 productes de 845 a 1782
261-RIKOOL;NAVAL ACADEMY;Receptor 1782 sin posibilidad de enviarle stock
261-DJUICY;BUBBLE M;INICIO EVALUACIÓN
261-DJUICY;BUBBLE M;36 pares generados
261-DJUICY;BUBBLE M;4.0 productes de 840 a 806
261-DJUICY;BUBBLE M;Emisor 840 acceptat
261-DJUICY;BUBBLE M;4.0 productes de 869 a 806
261-DJUICY;BUBBLE M;Emisor 869 rebutjat. Supera cobertura máxima
261-DJUICY;BUBBLE M;3.0 productes de 832 a 806
261-DJUICY;BUBBLE M;Emisor 832 rebutjat. Supera cobertura máxima
261-DJUICY;BUBBLE M;3.0 productes de 2020 a 806
261-DJUICY;BUBBLE M;Emisor 2020 rebutjat. Supera cobertura máxima
261-DJUICY;BUBBLE M;2.0 productes de 805 a 806
261-DJUICY;BUBBLE M;Emisor 805 acceptat
261-DJUICY;BUBBLE M;Cobertura máxima assolida per receptor 806
261-DJUICY;BUBBLE M;0.0 productes de 840 a 801
261-DJUICY;BUBBLE M;4.0 productes de 869 a 801
261-DJUICY;BUBBLE M;Emisor 869 acceptat
261-DJUICY;BUBBLE M;3.0 productes de 832 a 801
261-DJUICY;BUBBLE M;Emisor 832 rebutjat. Supera cobertura máxima
261-DJUICY;BUBBLE M;3.0 productes de 2020 a 801
261-DJUICY;BUBBLE M;Emisor 2020 rebutjat. Supera cobertura máxima
261-DJUICY;BUBBLE M;0.0 productes de 805 a 801
261-DJUICY;BUBBLE M;1.0 productes de 2094 a 801
261-DJUICY;BUBBLE M;Emisor 2094 acceptat
261-DJUICY;BUBBLE M;0.0 productes de 840 a 803
261-DJUICY;BUBBLE M;0.0 productes de 869 a 803
261-DJUICY;BUBBLE M;3.0 productes de 832 a 803
261-DJUICY;BUBBLE M;Emisor 832 acceptat
261-DJUICY;BUBBLE M;3.0 productes de 2020 a 803
261-DJUICY;BUBBLE M;Emisor 2020 acceptat
261-DJUICY;BUBBLE M;Cobertura máxima assolida per receptor 803
261-DJUICY;BUBBLE M;0.0 productes de 840 a 845
261-DJUICY;BUBBLE M;0.0 productes de 869 a 845
261-DJUICY;BUBBLE M;0.0 productes de 832 a 845
261-DJUICY;BUBBLE M;0.0 productes de 2020 a 845
261-DJUICY;BUBBLE M;0.0 productes de 805 a 845
261-DJUICY;BUBBLE M;0.0 productes de 2094 a 845
261-DJUICY;BUBBLE M;Receptor 845 sin posibilidad de enviarle stock
261-DJUICY;BUBBLE M;0.0 productes de 840 a 857
261-DJUICY;BUBBLE M;0.0 productes de 869 a 857
261-DJUICY;BUBBLE M;0.0 productes de 2020 a 857
261-DJUICY;BUBBLE M;0.0 productes de 832 a 857
261-DJUICY;BUBBLE M;0.0 productes de 805 a 857
261-DJUICY;BUBBLE M;0.0 productes de 2094 a 857
261-DJUICY;BUBBLE M;Receptor 857 sin posibilidad de enviarle stock
261-DJUICY;BUBBLE M;0.0 productes de 869 a 1782
261-DJUICY;BUBBLE M;0.0 productes de 840 a 1782
261-DJUICY;BUBBLE M;0.0 productes de 832 a 1782
261-DJUICY;BUBBLE M;0.0 productes de 2020 a 1782
261-DJUICY;BUBBLE M;0.0 productes de 805 a 1782
261-DJUICY;BUBBLE M;0.0 productes de 2094 a 1782
261-DJUICY;BUBBLE M;Receptor 1782 sin posibilidad de enviarle stock
261-DAHO;CAPERS;INICIO EVALUACIÓN
261-DAHO;CAPERS;30 pares generados
261-DAHO;CAPERS;5.0 productes de 832 a 805
261-DAHO;CAPERS;Emisor 832 acceptat
261-DAHO;CAPERS;4.0 productes de 803 a 805
261-DAHO;CAPERS;Emisor 803 rebutjat. Supera cobertura máxima
261-DAHO;CAPERS;4.0 productes de 840 a 805
261-DAHO;CAPERS;Emisor 840 rebutjat. Supera cobertura máxima
261-DAHO;CAPERS;4.0 productes de 2020 a 805
261-DAHO;CAPERS;Emisor 2020 rebutjat. Supera cobertura máxima
261-DAHO;CAPERS;3.0 productes de 857 a 805
261-DAHO;CAPERS;Emisor 857 acceptat
261-DAHO;CAPERS;Cobertura máxima assolida per receptor 805
261-DAHO;CAPERS;0.0 productes de 832 a 1782
261-DAHO;CAPERS;4.0 productes de 803 a 1782
261-DAHO;CAPERS;Emisor 803 acceptat
261-DAHO;CAPERS;4.0 productes de 840 a 1782
261-DAHO;CAPERS;Emisor 840 rebutjat. Supera cobertura máxima
261-DAHO;CAPERS;4.0 productes de 2020 a 1782
261-DAHO;CAPERS;Emisor 2020 rebutjat. Supera cobertura máxima
261-DAHO;CAPERS;0.0 productes de 857 a 1782
261-DAHO;CAPERS;0.0 productes de 832 a 801
261-DAHO;CAPERS;4.0 productes de 840 a 801
261-DAHO;CAPERS;Emisor 840 acceptat
261-DAHO;CAPERS;0.0 productes de 803 a 801
261-DAHO;CAPERS;4.0 productes de 2020 a 801
261-DAHO;CAPERS;Emisor 2020 rebutjat. Supera cobertura máxima
261-DAHO;CAPERS;0.0 productes de 857 a 801
261-DAHO;CAPERS;0.0 productes de 832 a 869
261-DAHO;CAPERS;0.0 productes de 803 a 869
261-DAHO;CAPERS;0.0 productes de 840 a 869
261-DAHO;CAPERS;4.0 productes de 2020 a 869
261-DAHO;CAPERS;Emisor 2020 acceptat
261-DAHO;CAPERS;0.0 productes de 857 a 869
261-DAHO;CAPERS;0.0 productes de 832 a 806
261-DAHO;CAPERS;0.0 productes de 803 a 806
261-DAHO;CAPERS;0.0 productes de 840 a 806
261-DAHO;CAPERS;0.0 productes de 2020 a 806
261-DAHO;CAPERS;0.0 productes de 857 a 806
261-DAHO;CAPERS;Receptor 806 sin posibilidad de enviarle stock
261-DAHO;CAPERS;0.0 productes de 832 a 845
261-DAHO;CAPERS;0.0 productes de 840 a 845
261-DAHO;CAPERS;0.0 productes de 803 a 845
261-DAHO;CAPERS;0.0 productes de 2020 a 845
261-DAHO;CAPERS;0.0 productes de 857 a 845
261-DAHO;CAPERS;Receptor 845 sin posibilidad de enviarle stock
261-PCAPI.F;MYRTILLE M;INICIO EVALUACIÓN
261-PCAPI.F;MYRTILLE M;Producto estancado
261-RAYEE;PALE BANANA;INICIO EVALUACIÓN
261-RAYEE;PALE BANANA;11 pares generados
261-RAYEE;PALE BANANA;5.0 productes de 2020 a 801
261-RAYEE;PALE BANANA;Emisor 2020 acceptat
261-RAYEE;PALE BANANA;0.0 productes de 2020 a 1782
261-RAYEE;PALE BANANA;Receptor 1782 sin posibilidad de enviarle stock
261-RAYEE;PALE BANANA;0.0 productes de 2020 a 845
261-RAYEE;PALE BANANA;Receptor 845 sin posibilidad de enviarle stock
261-RAYEE;PALE BANANA;0.0 productes de 2020 a 840
261-RAYEE;PALE BANANA;Receptor 840 sin posibilidad de enviarle stock
261-RAYEE;PALE BANANA;0.0 productes de 2020 a 806
261-RAYEE;PALE BANANA;Receptor 806 sin posibilidad de enviarle stock
261-RAYEE;PALE BANANA;0.0 productes de 2020 a 869
261-RAYEE;PALE BANANA;Receptor 869 sin posibilidad de enviarle stock
261-RAYEE;PALE BANANA;0.0 productes de 2020 a 832
261-RAYEE;PALE BANANA;Receptor 832 sin posibilidad de enviarle stock
261-RAYEE;PALE BANANA;0.0 productes de 2020 a 2094
261-RAYEE;PALE BANANA;Receptor 2094 sin posibilidad de enviarle stock
261-RAYEE;PALE BANANA;0.0 productes de 2020 a 857
261-RAYEE;PALE BANANA;Receptor 857 sin posibilidad de enviarle stock
261-RAYEE;PALE BANANA;0.0 productes de 2020 a 803
261-RAYEE;PALE BANANA;Receptor 803 sin posibilidad de enviarle stock
261-RAYEE;PALE BANANA;0.0 productes de 2020 a 805
261-RAYEE;PALE BANANA;Receptor 805 sin posibilidad de enviarle stock
252-RMARMAI;HAVANE M;INICIO EVALUACIÓN
252-RMARMAI;HAVANE M;20 pares generados
252-RMARMAI;HAVANE M;5.0 productes de 806 a 805
252-RMARMAI;HAVANE M;Emisor 806 acceptat
252-RMARMAI;HAVANE M;4.0 productes de 2020 a 805
252-RMARMAI;HAVANE M;Emisor 2020 rebutjat. Supera cobertura máxima
252-RMARMAI;HAVANE M;0.0 productes de 806 a 803
252-RMARMAI;HAVANE M;4.0 productes de 2020 a 803
252-RMARMAI;HAVANE M;Emisor 2020 acceptat
252-RMARMAI;HAVANE M;0.0 productes de 806 a 2094
252-RMARMAI;HAVANE M;0.0 productes de 2020 a 2094
252-RMARMAI;HAVANE M;Receptor 2094 sin posibilidad de enviarle stock
252-RMARMAI;HAVANE M;0.0 productes de 806 a 801
252-RMARMAI;HAVANE M;0.0 productes de 2020 a 801
252-RMARMAI;HAVANE M;Receptor 801 sin posibilidad de enviarle stock
252-RMARMAI;HAVANE M;0.0 productes de 806 a 840
252-RMARMAI;HAVANE M;0.0 productes de 2020 a 840
252-RMARMAI;HAVANE M;Receptor 840 sin posibilidad de enviarle stock
252-RMARMAI;HAVANE M;0.0 productes de 806 a 832
252-RMARMAI;HAVANE M;0.0 productes de 2020 a 832
252-RMARMAI;HAVANE M;Receptor 832 sin posibilidad de enviarle stock
252-RMARMAI;HAVANE M;0.0 productes de 806 a 845
252-RMARMAI;HAVANE M;0.0 productes de 2020 a 845
252-RMARMAI;HAVANE M;Receptor 845 sin posibilidad de enviarle stock
252-RMARMAI;HAVANE M;0.0 productes de 806 a 1782
252-RMARMAI;HAVANE M;0.0 productes de 2020 a 1782
252-RMARMAI;HAVANE M;Receptor 1782 sin posibilidad de enviarle stock
252-RMARMAI;HAVANE M;0.0 productes de 806 a 857
252-RMARMAI;HAVANE M;0.0 productes de 2020 a 857
252-RMARMAI;HAVANE M;Receptor 857 sin posibilidad de enviarle stock
252-RMARMAI;HAVANE M;0.0 productes de 806 a 869
252-RMARMAI;HAVANE M;0.0 productes de 2020 a 869
252-RMARMAI;HAVANE M;Receptor 869 sin posibilidad de enviarle stock
261-DIANA;BUTTER M;INICIO EVALUACIÓN
261-DIANA;BUTTER M;35 pares generados
261-DIANA;BUTTER M;3.0 productes de 869 a 803
261-DIANA;BUTTER M;Emisor 869 acceptat
261-DIANA;BUTTER M;3.0 productes de 857 a 803
261-DIANA;BUTTER M;Emisor 857 acceptat
261-DIANA;BUTTER M;Cobertura máxima assolida per receptor 803
