TEMPORADA;COLLECTION;FAMILIA;CODEPRODUIT;CODECOLORIS;NOMPRODUIT;LIBCOLORISMODIFIE;EAN;SEMANAS_IMPLANTACION;CANTIDAD_VENDIDA;SEMANAS_COBERTURA;CANTIDAD_DISPONIBLE_CENTROS;CANTIDAD_DISPONIBLE_ALMACENES
E26;ESSENTIELS;T-shirt;1103498;931;251-DALIKA;OFF WHITE M;3253634551609;58;35;11;360;81
E26;ESSENTIELS;T-shirt;1103498;931;251-DALIKA;OFF WHITE M;3253634551616;58;35;11;360;81
E26;ESSENTIELS;T-shirt;1103498;931;251-DALIKA;OFF WHITE M;3253634551623;58;35;11;360;81
E26;ESSENTIELS;T-shirt;1103498;931;251-DALIKA;OFF WHITE M;3253634551630;58;35;11;360;81
E26;ESSENTIELS;T-shirt;101546;979;251-DIDOA;NOIR M;3253634452876;64;46;6;245;0
E26;ESSENTIELS;Pull;99287;201;242-MENTHE;ECRU;3253634525204;99;11;12;132;0
E26;MODE;T-shirt;1104426;931;261-DARIS;OFF WHITE M;3253634608969;19;19;5;101;0
E26;MODE;T-shirt;1104426;931;261-DARIS;OFF WHITE M;3253634608976;19;19;5;101;0
E26;MODE;T-shirt;1104426;931;261-DARIS;OFF WHITE M;3253634608983;19;19;5;101;0
E26;MODE;T-shirt;1104426;931;261-DARIS;OFF WHITE M;3253634608990;19;19;5;101;0
E26;MODE;T-shirt;1104426;931;261-DARIS;OFF WHITE M;3253634609003;19;19;5;101;0
E26;MODE;T-shirt;1104424;931;261-DIMOI;OFF WHITE M;3253634609010;26;18;6;115;0
E26;MODE;T-shirt;1104424;931;261-DIMOI;OFF WHITE M;3253634609027;26;18;6;115;0
E26;MODE;T-shirt;1104424;931;261-DIMOI;OFF WHITE M;3253634609034;26;18;6;115;0
E26;MODE;T-shirt;1104424;931;261-DIMOI;OFF WHITE M;3253634609058;26;18;6;115;0
E26;ESSENTIELS;Veste / blouson;102104;931;251-VPKY.F;OFF WHITE M;3253634458427;62;18;12;215;0
E26;ESSENTIELS;Robe/ combinaison;1103015;987;251-RJOLIE;MARINE M;3253634517148;11;17;11;184;0
E26;ESSENTIELS;Robe/ combinaison;1103015;987;251-RJOLIE;MARINE M;3253634517155;11;17;11;184;0
E26;ESSENTIELS;Robe/ combinaison;1103015;987;251-RJOLIE;MARINE M;3253634517162;11;17;11;184;0
E26;ESSENTIELS;Robe/ combinaison;1103015;987;251-RJOLIE;MARINE M;3253634517179;11;17;11;184;0
E26;ESSENTIELS;Robe/ combinaison;1103015;987;251-RJOLIE;MARINE M;3253634517186;11;17;11;184;0
E26;MODE;T-shirt;1104423;931;261-DBEAU;OFF WHITE M;3253634606552;19;16;8;127;3
E26;MODE;T-shirt;1104423;931;261-DBEAU;OFF WHITE M;3253634606569;19;16;8;127;3
E26;MODE;T-shirt;1104423;931;261-DBEAU;OFF WHITE M;3253634606576;19;16;8;127;3
E26;MODE;T-shirt;1104423;931;261-DBEAU;OFF WHITE M;3253634606590;19;16;8;127;3
E26;MODE;T-shirt;1104429;931;261-DLOLI;OFF WHITE M;3253634606958;23;13;7;87;0
E26;MODE;T-shirt;1104429;931;261-DLOLI;OFF WHITE M;3253634606965;23;13;7;87;0
E26;MODE;T-shirt;1104429;931;261-DLOLI;OFF WHITE M;3253634606972;23;13;7;87;0
E26;MODE;T-shirt;1104429;931;261-DLOLI;OFF WHITE M;3253634606989;23;13;7;87;0
E26;MODE;T-shirt;1104429;931;261-DLOLI;OFF WHITE M;3253634606996;23;13;7;87;0
E26;MODE;Maroquinerie;1104938;104;261-2POLAR;ARGENTE;3253634644240;10;14;4;52;0
E26;MODE;T-shirt;1104776;931;261-DOVE;OFF WHITE M;3253634631141;20;11;6;67;0
E26;MODE;T-shirt;1104776;931;261-DOVE;OFF WHITE M;3253634631158;20;11;6;67;0
E26;MODE;T-shirt;1104776;931;261-DOVE;OFF WHITE M;3253634631165;20;11;6;67;0
E26;MODE;T-shirt;1104776;931;261-DOVE;OFF WHITE M;3253634631172;20;11;6;67;0
E26;MODE;T-shirt;1104776;931;261-DOVE;OFF WHITE M;3253634631189;20;11;6;67;0
E26;MODE;Robe / Tricot;1105701;979;261-RMAGO;NOIR M;3253634682532;10;13;10;119;0
E26;MODE;Robe / Tricot;1105701;979;261-RMAGO;NOIR M;3253634682549;10;13;10;119;0
E26;MODE;Pantalon;1105739;979;261-POPA;NOIR M;3253634683621;8;99;2;149;0
E26;MODE;Pantalon;1105741;979;261-SHOSA;NOIR M;3253634683645;4;26;9;149;233
E26;MODE;Pantalon;1105745;931;261-SHORY.F;OFF WHITE M;3253634683690;6;23;11;258;8
E26;MODE;Pantalon;1105748;931;261-POMA.F;OFF WHITE M;3253634683744;8;15;11;157;19
E26;MODE;Veste / blouson;1104912;931;261-VLACE;OFF WHITE M;3253634642925;12;13;6;79;0
E26;MODE;Pantalon;1105730;1204;261-PCAPI.F;MYRTILLE M;3253634684529;3;19;9;157;190
E26;MODE;Pantalon;1105730;1204;261-PCAPI.F;MYRTILLE M;3253634684536;3;19;9;157;190
E26;MODE;Pantalon;1105730;1204;261-PCAPI.F;MYRTILLE M;3253634684543;3;19;9;157;190
E26;MODE;Pantalon;1105730;1204;261-PCAPI.F;MYRTILLE M;3253634684550;3;19;9;157;190
E26;MODE;Pantalon;1105730;1204;261-PCAPI.F;MYRTILLE M;3253634684567;3;19;9;157;190
E26;MODE;Pantalon;1105734;900;261-PCUBA.F;MULTICO;3253634684710;5;41;8;235;0
E26;MODE;Pantalon;1105734;900;261-PCUBA.F;MULTICO;3253634684727;5;41;8;235;0
E26;MODE;Pantalon;1105734;900;261-PCUBA.F;MULTICO;3253634684741;5;41;8;235;0
E26;MODE;Pantalon;1105734;900;261-PCUBA.F;MULTICO;3253634684758;5;41;8;235;0
E26;MODE;Pantalon;1105739;979;261-POPA;NOIR M;3253634684994;8;99;2;149;0
E26;MODE;Pantalon;1105739;979;261-POPA;NOIR M;3253634685007;8;99;2;149;0
E26;MODE;Pantalon;1105739;979;261-POPA;NOIR M;3253634685014;8;99;2;149;0
E26;MODE;Pantalon;1105739;979;261-POPA;NOIR M;3253634685038;8;99;2;149;0
E26;MODE;Pantalon;1105741;979;261-SHOSA;NOIR M;3253634685090;4;26;9;149;233
E26;MODE;Pantalon;1105741;979;261-SHOSA;NOIR M;3253634685106;4;26;9;149;233
E26;MODE;Pantalon;1105741;979;261-SHOSA;NOIR M;3253634685113;4;26;9;149;233
E26;MODE;Pantalon;1105741;979;261-SHOSA;NOIR M;3253634685137;4;26;9;149;233
E26;MODE;Pantalon;1105745;931;261-SHORY.F;OFF WHITE M;3253634685298;6;23;11;258;8
E26;MODE;Pantalon;1105745;931;261-SHORY.F;OFF WHITE M;3253634685304;6;23;11;258;8
E26;MODE;Pantalon;1105745;931;261-SHORY.F;OFF WHITE M;3253634685311;6;23;11;258;8
E26;MODE;Pantalon;1105745;931;261-SHORY.F;OFF WHITE M;3253634685328;6;23;11;258;8
E26;MODE;Pantalon;1105748;931;261-POMA.F;OFF WHITE M;3253634685489;8;15;11;157;19
E26;MODE;Pantalon;1105748;931;261-POMA.F;OFF WHITE M;3253634685496;8;15;11;157;19
E26;MODE;Pantalon;1105748;931;261-POMA.F;OFF WHITE M;3253634685502;8;15;11;157;19
E26;MODE;Pantalon;1105748;931;261-POMA.F;OFF WHITE M;3253634685519;8;15;11;157;19
E26;MODE;Pantalon;1105748;931;261-POMA.F;OFF WHITE M;3253634685526;8;15;11;157;19
E26;MODE;Pull;1105694;1219;261-MPIKA;ROSEE M;3253634682129;9;31;10;255;79
E26;MODE;Pull;1105697;1144;261-MINO;PALE BANANA;3253634682150;8;21;12;231;116
E26;MODE;Pull;1105699;929;261-MLOSI;NOIR/IVOIRE;3253634682174;8;43;6;227;130
E26;MODE;Robe / Tricot;1105701;979;261-RMAGO;NOIR M;3253634682198;10;13;10;119;0
E26;MODE;Pull;1105694;1219;261-MPIKA;ROSEE M;3253634682235;9;31;10;255;79
E26;MODE;Pull;1105694;1219;261-MPIKA;ROSEE M;3253634682242;9;31;10;255;79
E26;MODE;Pull;1105694;1219;261-MPIKA;ROSEE M;3253634682259;9;31;10;255;79
E26;MODE;Pull;1105694;1219;261-MPIKA;ROSEE M;3253634682266;9;31;10;255;79
E26;MODE;Pull;1105697;1144;261-MINO;PALE BANANA;3253634682358;8;21;12;231;116
E26;MODE;Pull;1105697;1144;261-MINO;PALE BANANA;3253634682365;8;21;12;231;116
E26;MODE;Pull;1105697;1144;261-MINO;PALE BANANA;3253634682372;8;21;12;231;116
E26;MODE;Pull;1105697;1144;261-MINO;PALE BANANA;3253634682389;8;21;12;231;116
E26;MODE;Pull;1105699;929;261-MLOSI;NOIR/IVOIRE;3253634682433;8;43;6;227;130
E26;MODE;Pull;1105699;929;261-MLOSI;NOIR/IVOIRE;3253634682457;8;43;6;227;130
E26;MODE;Pull;1105699;929;261-MLOSI;NOIR/IVOIRE;3253634682464;8;43;6;227;130
E26;MODE;Robe / Tricot;1105701;979;261-RMAGO;NOIR M;3253634682518;10;13;10;119;0
E26;MODE;Robe / Tricot;1105701;979;261-RMAGO;NOIR M;3253634682525;10;13;10;119;0
E26;MODE;Veste / blouson;1104912;931;261-VLACE;OFF WHITE M;3253634642871;12;13;6;79;0
E26;MODE;Veste / blouson;1104912;931;261-VLACE;OFF WHITE M;3253634642888;12;13;6;79;0
E26;MODE;Veste / blouson;1104912;931;261-VLACE;OFF WHITE M;3253634642895;12;13;6;79;0
E26;MODE;Veste / blouson;1104912;931;261-VLACE;OFF WHITE M;3253634642901;12;13;6;79;0
E26;MODE;Veste / blouson;1104912;931;261-VLACE;OFF WHITE M;3253634642918;12;13;6;79;0
E26;ESSENTIELS;Robe/ combinaison;1102139;1161;251-RISSAL;TEABERRY;3253634652801;6;28;10;276;24
E26;ESSENTIELS;Robe/ combinaison;1102139;1161;251-RISSAL;TEABERRY;3253634652818;6;28;10;276;24
E26;ESSENTIELS;Robe/ combinaison;1102139;1161;251-RISSAL;TEABERRY;3253634652825;6;28;10;276;24
E26;ESSENTIELS;Robe/ combinaison;1102139;1161;251-RISSAL;TEABERRY;3253634652832;6;28;10;276;24
E26;ESSENTIELS;Robe/ combinaison;1102139;1161;251-RISSAL;TEABERRY;3253634652849;6;28;10;276;24
E26;ESSENTIELS;Robe/ combinaison;1102139;1161;251-RISSAL;TEABERRY;3253634652856;6;28;10;276;24
E26;ESSENTIELS;T-shirt;101546;1168;251-DIDOA;ARGAN OIL;3253634625867;13;16;12;197;0
E26;ESSENTIELS;T-shirt;101546;1168;251-DIDOA;ARGAN OIL;3253634625874;13;16;12;197;0
E26;ESSENTIELS;T-shirt;101546;1168;251-DIDOA;ARGAN OIL;3253634625881;13;16;12;197;0
E26;ESSENTIELS;T-shirt;101546;1168;251-DIDOA;ARGAN OIL;3253634625904;13;16;12;197;0
E26;MODE;T-shirt;1105681;931;261-DROSE;OFF WHITE M;3253634681122;6;27;11;261;147
E26;MODE;T-shirt;1105681;931;261-DROSE;OFF WHITE M;3253634681184;6;27;11;261;147
E26;MODE;T-shirt;1105681;931;261-DROSE;OFF WHITE M;3253634681191;6;27;11;261;147
E26;MODE;T-shirt;1105681;931;261-DROSE;OFF WHITE M;3253634681207;6;27;11;261;147
E26;MODE;T-shirt;1105681;931;261-DROSE;OFF WHITE M;3253634681214;6;27;11;261;147
E26;MODE;T-shirt;1104737;931;261-DUROUJ;OFF WHITE M;3253634642505;21;13;5;60;0
E26;MODE;T-shirt;1104737;931;261-DUROUJ;OFF WHITE M;3253634642512;21;13;5;60;0
E26;MODE;T-shirt;1104737;931;261-DUROUJ;OFF WHITE M;3253634642529;21;13;5;60;0
E26;MODE;T-shirt;1104737;931;261-DUROUJ;OFF WHITE M;3253634642536;21;13;5;60;0
E26;MODE;T-shirt;1104737;931;261-DUROUJ;OFF WHITE M;3253634642543;21;13;5;60;0
E26;MODE;T-shirt;1104790;931;261-DPREPPY;OFF WHITE M;3253634642550;18;19;7;123;5
E26;MODE;T-shirt;1104790;931;261-DPREPPY;OFF WHITE M;3253634642567;18;19;7;123;5
E26;MODE;T-shirt;1104790;931;261-DPREPPY;OFF WHITE M;3253634642574;18;19;7;123;5
E26;MODE;T-shirt;1104790;931;261-DPREPPY;OFF WHITE M;3253634642581;18;19;7;123;5
E26;MODE;T-shirt;1104790;931;261-DPREPPY;OFF WHITE M;3253634642598;18;19;7;123;5
E26;ESSENTIELS;T-shirt;1103484;987;251-DROSSO;MARINE M;3253634626185;16;33;8;233;48
E26;ESSENTIELS;T-shirt;1103484;987;251-DROSSO;MARINE M;3253634626192;16;33;8;233;48
E26;ESSENTIELS;T-shirt;1103484;987;251-DROSSO;MARINE M;3253634626208;16;33;8;233;48
E26;ESSENTIELS;T-shirt;1103484;987;251-DROSSO;MARINE M;3253634626215;16;33;8;233;48
E26;ESSENTIELS;T-shirt;1103484;987;251-DROSSO;MARINE M;3253634626222;16;33;8;233;48
E26;ESSENTIELS;T-shirt;1104724;931;261-DJOSI;OFF WHITE M;3253634626642;20;13;7;87;0
E26;ESSENTIELS;T-shirt;1104724;931;261-DJOSI;OFF WHITE M;3253634626659;20;13;7;87;0
E26;ESSENTIELS;T-shirt;1104724;931;261-DJOSI;OFF WHITE M;3253634626666;20;13;7;87;0
E26;ESSENTIELS;T-shirt;1104724;931;261-DJOSI;OFF WHITE M;3253634626673;20;13;7;87;0
E26;ESSENTIELS;T-shirt;1104724;931;261-DJOSI;OFF WHITE M;3253634626680;20;13;7;87;0
E26;ESSENTIELS;T-shirt;101546;1168;251-DIDOA;ARGAN OIL;3253634625898;13;16;12;197;0
E26;ESSENTIELS;Pull;101264;1144;251-MBATSI;PALE BANANA;3253634617190;18;12;8;97;0
E26;ESSENTIELS;Pull;101264;1144;251-MBATSI;PALE BANANA;3253634617206;18;12;8;97;0
E26;ESSENTIELS;Pull;101264;1144;251-MBATSI;PALE BANANA;3253634617220;18;12;8;97;0
E26;ESSENTIELS;Pull;101264;1144;251-MBATSI;PALE BANANA;3253634617237;18;12;8;97;0
E26;ESSENTIELS;T-shirt;1106690;931;261-DGUAPA;OFF WHITE M;3253634748269;16;44;7;302;82
E26;ESSENTIELS;T-shirt;1106690;931;261-DGUAPA;OFF WHITE M;3253634748313;16;44;7;302;82
E26;ESSENTIELS;T-shirt;1106690;931;261-DGUAPA;OFF WHITE M;3253634748320;16;44;7;302;82
E26;ESSENTIELS;T-shirt;1106690;931;261-DGUAPA;OFF WHITE M;3253634748337;16;44;7;302;82
E26;ESSENTIELS;T-shirt;1106690;931;261-DGUAPA;OFF WHITE M;3253634748344;16;44;7;302;82
E26;ESSENTIELS;T-shirt;1106745;931;261-DIDOU1;OFF WHITE M;3253634753256;4;77;3;213;0
E26;ESSENTIELS;T-shirt;1106745;931;261-DIDOU1;OFF WHITE M;3253634753300;4;77;3;213;0
E26;ESSENTIELS;T-shirt;1106745;931;261-DIDOU1;OFF WHITE M;3253634753317;4;77;3;213;0
E26;ESSENTIELS;T-shirt;1106745;931;261-DIDOU1;OFF WHITE M;3253634753324;4;77;3;213;0
E26;ESSENTIELS;T-shirt;1106745;931;261-DIDOU1;OFF WHITE M;3253634753331;4;77;3;213;0
E26;ESSENTIELS;Robe/ combinaison;1103015;987;251-RJOLIE;MARINE M;3253634517131;11;17;11;184;0
E26;MODE;Robe/ combinaison;1107233;1159;261-RSAMYA;WHITE SMOKE;3253634783031;4;32;11;332;209
E26;MODE;Robe/ combinaison;1107233;1159;261-RSAMYA;WHITE SMOKE;3253634783109;4;32;11;332;209
E26;MODE;Robe/ combinaison;1107233;1159;261-RSAMYA;WHITE SMOKE;3253634783116;4;32;11;332;209
E26;MODE;Robe/ combinaison;1107233;1159;261-RSAMYA;WHITE SMOKE;3253634783123;4;32;11;332;209
E26;MODE;Robe/ combinaison;1107233;1159;261-RSAMYA;WHITE SMOKE;3253634783130;4;32;11;332;209
E26;MODE;Robe/ combinaison;1107233;1159;261-RSAMYA;WHITE SMOKE;3253634783147;4;32;11;332;209
E26;ESSENTIELS;T-shirt;1104603;931;261-DINOU;OFF WHITE M;3253634617411;27;14;6;88;5
E26;ESSENTIELS;T-shirt;1104603;931;261-DINOU;OFF WHITE M;3253634617428;27;14;6;88;5
E26;ESSENTIELS;T-shirt;1104603;931;261-DINOU;OFF WHITE M;3253634617435;27;14;6;88;5
E26;ESSENTIELS;T-shirt;1104603;931;261-DINOU;OFF WHITE M;3253634617442;27;14;6;88;5
E26;ESSENTIELS;T-shirt;1104603;931;261-DINOU;OFF WHITE M;3253634617459;27;14;6;88;5
E26;ESSENTIELS;Robe/ combinaison;1104826;1150;261-PALJI;AVENTURINE;3253634634296;19;36;11;366;247
E26;ESSENTIELS;Robe/ combinaison;1104826;1150;261-PALJI;AVENTURINE;3253634634302;19;36;11;366;247
E26;ESSENTIELS;Robe/ combinaison;1104826;1150;261-PALJI;AVENTURINE;3253634634319;19;36;11;366;247
E26;ESSENTIELS;Robe/ combinaison;1104826;1150;261-PALJI;AVENTURINE;3253634634326;19;36;11;366;247
E26;ESSENTIELS;Robe/ combinaison;1104826;1150;261-PALJI;AVENTURINE;3253634634333;19;36;11;366;247
E26;ESSENTIELS;Robe/ combinaison;1104826;1150;261-PALJI;AVENTURINE;3253634634340;19;36;11;366;247
E26;ESSENTIELS;Pull;101270;1011;251-MTERI;IVOIRE/CERISE;3253634400709;66;18;12;224;0
E26;ESSENTIELS;Robe/ combinaison;1102139;1150;251-RISSAL;AVENTURINE;3253634635316;8;17;8;127;0
E26;ESSENTIELS;Robe/ combinaison;1102139;1150;251-RISSAL;AVENTURINE;3253634635323;8;17;8;127;0
E26;ESSENTIELS;Robe/ combinaison;1102139;1150;251-RISSAL;AVENTURINE;3253634635330;8;17;8;127;0
E26;ESSENTIELS;Robe/ combinaison;1102139;1150;251-RISSAL;AVENTURINE;3253634635347;8;17;8;127;0
E26;ESSENTIELS;Robe/ combinaison;1102139;1150;251-RISSAL;AVENTURINE;3253634635354;8;17;8;127;0
E26;ESSENTIELS;Robe/ combinaison;1102139;1150;251-RISSAL;AVENTURINE;3253634635361;8;17;8;127;0
E26;MODE;T-shirt;1104787;931;261-DAHLIA;OFF WHITE M;3253634631721;15;65;4;248;10
E26;MODE;T-shirt;1104783;931;261-DICLA;OFF WHITE M;3253634641829;11;16;10;152;0
E26;MODE;T-shirt;1104783;931;261-DICLA;OFF WHITE M;3253634641836;11;16;10;152;0
E26;MODE;T-shirt;1104783;931;261-DICLA;OFF WHITE M;3253634641843;11;16;10;152;0
E26;MODE;T-shirt;1104783;931;261-DICLA;OFF WHITE M;3253634641850;11;16;10;152;0
E26;MODE;T-shirt;1104783;931;261-DICLA;OFF WHITE M;3253634641812;11;16;10;152;0
E26;ESSENTIELS;T-shirt;1104721;1043;261-DIANA;BEIGE M;3253634642017;14;15;8;126;0
E26;ESSENTIELS;T-shirt;1104721;1043;261-DIANA;BEIGE M;3253634642024;14;15;8;126;0
E26;ESSENTIELS;T-shirt;1104721;1043;261-DIANA;BEIGE M;3253634642031;14;15;8;126;0
E26;ESSENTIELS;T-shirt;1104721;1043;261-DIANA;BEIGE M;3253634642048;14;15;8;126;0
E26;ESSENTIELS;T-shirt;1104721;1043;261-DIANA;BEIGE M;3253634642055;14;15;8;126;0
E26;ESSENTIELS;T-shirt;1102626;987;252-DAROD;MARINE M;3253634680255;8;58;7;348;235
E26;ESSENTIELS;T-shirt;1102626;987;252-DAROD;MARINE M;3253634680262;8;58;7;348;235
E26;ESSENTIELS;T-shirt;1102626;987;252-DAROD;MARINE M;3253634680279;8;58;7;348;235
E26;ESSENTIELS;T-shirt;1102626;987;252-DAROD;MARINE M;3253634680286;8;58;7;348;235
E26;ESSENTIELS;T-shirt;1105668;1204;261-DIVALI;MYRTILLE M;3253634680293;12;40;6;218;0
E26;ESSENTIELS;T-shirt;1105668;1204;261-DIVALI;MYRTILLE M;3253634680309;12;40;6;218;0
E26;ESSENTIELS;T-shirt;1105668;1204;261-DIVALI;MYRTILLE M;3253634680316;12;40;6;218;0
E26;ESSENTIELS;T-shirt;1105668;1204;261-DIVALI;MYRTILLE M;3253634680323;12;40;6;218;0
E26;MODE;T-shirt;1105672;1166;261-DTAL;BUBBLE M;3253634680491;11;32;10;297;98
E26;MODE;T-shirt;1105672;1166;261-DTAL;BUBBLE M;3253634680507;11;32;10;297;98
E26;MODE;T-shirt;1105672;1166;261-DTAL;BUBBLE M;3253634680514;11;32;10;297;98
E26;MODE;T-shirt;1105672;1166;261-DTAL;BUBBLE M;3253634680521;11;32;10;297;98
E26;MODE;T-shirt;1105675;931;261-DOUCE;OFF WHITE M;3253634680613;8;40;9;327;85
E26;MODE;T-shirt;1105675;931;261-DOUCE;OFF WHITE M;3253634680620;8;40;9;327;85
E26;MODE;T-shirt;1105675;931;261-DOUCE;OFF WHITE M;3253634680637;8;40;9;327;85
E26;MODE;T-shirt;1105675;931;261-DOUCE;OFF WHITE M;3253634680644;8;40;9;327;85
E26;MODE;T-shirt;1105677;926;261-DNAVY;MARINE/OFF WHITE;3253634680736;8;36;9;303;0
E26;MODE;T-shirt;1105677;926;261-DNAVY;MARINE/OFF WHITE;3253634680743;8;36;9;303;0
E26;MODE;T-shirt;1105677;926;261-DNAVY;MARINE/OFF WHITE;3253634680750;8;36;9;303;0
E26;MODE;T-shirt;1105677;926;261-DNAVY;MARINE/OFF WHITE;3253634680767;8;36;9;303;0
E26;ESSENTIELS;Haut boutonné;98945;1118;242-OLAFI;EPICE M;3253634688596;6;34;9;291;60
E26;ESSENTIELS;Robe/ combinaison;1105821;1213;261-RDOLSOU;PRAIRIE M;3253634688626;9;68;5;315;235
E26;ESSENTIELS;Robe/ combinaison;1105824;979;261-PBELLE;NOIR M;3253634688657;9;32;7;230;0
E26;MODE;Robe/ combinaison;1105826;1118;261-RBRUM;EPICE M;3253634688671;8;31;6;155;16
E26;MODE;Robe/ combinaison;1105827;1023;261-RVENICE;MAGMA M;3253634688688;10;21;12;255;48
E26;ESSENTIELS;Haut boutonné;98945;1118;242-OLAFI;EPICE M;3253634688947;6;34;9;291;60
E26;ESSENTIELS;Haut boutonné;98945;1118;242-OLAFI;EPICE M;3253634688954;6;34;9;291;60
E26;ESSENTIELS;Haut boutonné;98945;1118;242-OLAFI;EPICE M;3253634688961;6;34;9;291;60
E26;ESSENTIELS;Haut boutonné;98945;1118;242-OLAFI;EPICE M;3253634688978;6;34;9;291;60
E26;ESSENTIELS;Haut boutonné;98945;1118;242-OLAFI;EPICE M;3253634688985;6;34;9;291;60
E26;ESSENTIELS;Robe/ combinaison;1102222;1204;251-REINE1;MYRTILLE M;3253634689401;8;31;8;221;0
E26;ESSENTIELS;Robe/ combinaison;1102222;1204;251-REINE1;MYRTILLE M;3253634689418;8;31;8;221;0
E26;ESSENTIELS;Robe/ combinaison;1102222;1204;251-REINE1;MYRTILLE M;3253634689425;8;31;8;221;0
E26;ESSENTIELS;Robe/ combinaison;1102222;1204;251-REINE1;MYRTILLE M;3253634689432;8;31;8;221;0
E26;MODE;T-shirt;1104782;931;261-DSTORY;OFF WHITE M;3253634631448;20;15;6;94;0
E26;MODE;T-shirt;1104782;931;261-DSTORY;OFF WHITE M;3253634631455;20;15;6;94;0
E26;MODE;T-shirt;1104782;931;261-DSTORY;OFF WHITE M;3253634631462;20;15;6;94;0
E26;MODE;T-shirt;1104782;931;261-DSTORY;OFF WHITE M;3253634631479;20;15;6;94;0
E26;MODE;T-shirt;1104782;931;261-DSTORY;OFF WHITE M;3253634631486;20;15;6;94;0
E26;MODE;T-shirt;1104787;931;261-DAHLIA;OFF WHITE M;3253634631691;15;65;4;248;10
E26;MODE;T-shirt;1104787;931;261-DAHLIA;OFF WHITE M;3253634631707;15;65;4;248;10
E26;MODE;T-shirt;1104787;931;261-DAHLIA;OFF WHITE M;3253634631714;15;65;4;248;10
E26;MODE;T-shirt;1104787;931;261-DAHLIA;OFF WHITE M;3253634631738;15;65;4;248;10
E26;MODE;T-shirt;1104788;925;261-DIEGO;OFF WHITE/MARINE;3253634631745;16;14;7;92;0
E26;MODE;T-shirt;1104788;925;261-DIEGO;OFF WHITE/MARINE;3253634631752;16;14;7;92;0
E26;MODE;T-shirt;1104788;925;261-DIEGO;OFF WHITE/MARINE;3253634631769;16;14;7;92;0
E26;MODE;T-shirt;1104788;925;261-DIEGO;OFF WHITE/MARINE;3253634631776;16;14;7;92;0
E26;MODE;T-shirt;1104788;925;261-DIEGO;OFF WHITE/MARINE;3253634631783;16;14;7;92;0
E26;MODE;T-shirt;1104790;1168;261-DPREPPY;ARGAN OIL;3253634631844;19;12;11;128;0
E26;MODE;T-shirt;1104790;1168;261-DPREPPY;ARGAN OIL;3253634631851;19;12;11;128;0
E26;MODE;T-shirt;1104790;1168;261-DPREPPY;ARGAN OIL;3253634631868;19;12;11;128;0
E26;MODE;T-shirt;1104790;1168;261-DPREPPY;ARGAN OIL;3253634631875;19;12;11;128;0
E26;MODE;T-shirt;1104790;1168;261-DPREPPY;ARGAN OIL;3253634631882;19;12;11;128;0
E26;MODE;T-shirt;1104791;978;261-DBOHO;IVOIRE M;3253634631899;18;13;7;92;0
E26;MODE;T-shirt;1104791;978;261-DBOHO;IVOIRE M;3253634631905;18;13;7;92;0
E26;MODE;T-shirt;1104791;978;261-DBOHO;IVOIRE M;3253634631912;18;13;7;92;0
E26;MODE;T-shirt;1104791;978;261-DBOHO;IVOIRE M;3253634631929;18;13;7;92;0
E26;MODE;T-shirt;1104791;978;261-DBOHO;IVOIRE M;3253634631936;18;13;7;92;0
E26;MODE;T-shirt;1104792;931;261-DUPAIN;OFF WHITE M;3253634631943;15;30;6;173;0
E26;MODE;T-shirt;1104792;931;261-DUPAIN;OFF WHITE M;3253634631950;15;30;6;173;0
E26;MODE;T-shirt;1104792;931;261-DUPAIN;OFF WHITE M;3253634631967;15;30;6;173;0
E26;MODE;T-shirt;1104792;931;261-DUPAIN;OFF WHITE M;3253634631974;15;30;6;173;0
E26;MODE;T-shirt;1104792;931;261-DUPAIN;OFF WHITE M;3253634631981;15;30;6;173;0
E26;MODE;Haut boutonné;1105786;931;261-OPON;OFF WHITE M;3253634689647;8;20;10;189;0
E26;MODE;Haut boutonné;1105786;931;261-OPON;OFF WHITE M;3253634689654;8;20;10;189;0
E26;MODE;Haut boutonné;1105786;931;261-OPON;OFF WHITE M;3253634689661;8;20;10;189;0
E26;MODE;Haut boutonné;1105786;931;261-OPON;OFF WHITE M;3253634689678;8;20;10;189;0
E26;MODE;Haut boutonné;1105786;931;261-OPON;OFF WHITE M;3253634689685;8;20;10;189;0
E26;MODE;Haut boutonné;1105789;1144;261-CAYEL;PALE BANANA;3253634689791;8;26;8;206;0
E26;MODE;Haut boutonné;1105789;1144;261-CAYEL;PALE BANANA;3253634689807;8;26;8;206;0
E26;MODE;Haut boutonné;1105789;1144;261-CAYEL;PALE BANANA;3253634689814;8;26;8;206;0
E26;MODE;Haut boutonné;1105789;1144;261-CAYEL;PALE BANANA;3253634689838;8;26;8;206;0
E26;MODE;Haut boutonné;1105793;979;261-OSAJE;NOIR M;3253634689999;7;23;11;148;132
E26;MODE;Haut boutonné;1105793;979;261-OSAJE;NOIR M;3253634690001;7;23;11;148;132
E26;MODE;Haut boutonné;1105793;979;261-OSAJE;NOIR M;3253634690018;7;23;11;148;132
E26;MODE;Haut boutonné;1105793;979;261-OSAJE;NOIR M;3253634690025;7;23;11;148;132
E26;MODE;Haut boutonné;1105793;979;261-OSAJE;NOIR M;3253634690032;7;23;11;148;132
E26;ESSENTIELS;Robe/ combinaison;1105800;1023;261-RPLISSY;MAGMA M;3253634690346;9;27;11;274;105
